Date,Open,High,Low,Close,Adj Close,Volume
2012-12-19,96.699997,97.300003,96.199997,97.300003,71.868683,27857000
2012-12-20,96.099998,96.900002,95.099998,96.000000,70.908463,35458000
2012-12-21,95.099998,96.500000,94.599998,94.800003,70.022102,34230000
2012-12-24,96.000000,96.400002,95.099998,95.199997,70.317558,16019000
2012-12-25,96.000000,97.300003,95.599998,96.500000,71.277786,15925000
2012-12-26,96.500000,97.300003,96.000000,96.000000,70.908463,11988000
2012-12-27,96.199997,96.699997,95.500000,95.599998,70.613014,24172000
2012-12-28,96.800003,97.000000,95.900002,97.000000,71.647102,25594000
2013-01-02,97.599998,99.900002,97.099998,99.599998,73.567528,40527000
2013-01-03,100.500000,102.000000,100.000000,101.000000,74.601616,44107000
2013-01-04,100.500000,101.500000,100.000000,101.500000,74.970940,39278000
2013-01-07,101.000000,101.000000,99.099998,100.500000,74.232285,40288000
2013-01-08,99.599998,100.000000,98.900002,99.699997,73.641388,31090000
2013-01-09,100.500000,100.500000,99.199997,100.000000,73.862991,26137000
2013-01-10,99.900002,101.000000,99.500000,101.000000,74.601616,35738000
2013-01-11,101.500000,101.500000,100.500000,101.000000,74.601616,22418000
2013-01-14,101.000000,102.000000,100.000000,102.000000,75.340240,23448000
2013-01-15,102.000000,102.000000,99.800003,100.500000,74.232285,35617000
2013-01-16,100.500000,100.500000,99.199997,99.199997,73.272079,34626000
2013-01-17,100.500000,101.000000,98.500000,99.300003,73.345947,33698000
2013-01-18,101.500000,101.500000,100.500000,101.500000,74.970940,49737000
2013-01-21,101.000000,101.000000,100.000000,100.500000,74.232285,17257000
2013-01-22,101.000000,101.000000,99.900002,101.000000,74.601616,21797000
2013-01-23,101.500000,101.500000,100.000000,101.000000,74.601616,23184000
2013-01-24,100.000000,100.500000,99.199997,99.900002,73.789116,39614000
2013-01-25,99.900002,99.900002,98.000000,99.000000,73.124359,47836000
2013-01-28,98.699997,99.500000,98.599998,99.300003,73.345947,29117000
2013-01-29,100.000000,101.500000,99.699997,101.000000,74.601616,35346000
2013-01-30,102.000000,102.000000,100.500000,101.500000,74.970940,27884000
2013-01-31,100.500000,101.500000,100.000000,101.500000,74.970940,39667000
2013-02-01,101.500000,101.500000,100.500000,101.500000,74.970940,22085000
2013-02-04,102.000000,103.000000,102.000000,103.000000,76.078888,33911000
2013-02-05,103.000000,103.000000,101.500000,103.000000,76.078888,17175000
2013-02-06,103.500000,105.000000,103.000000,105.000000,77.556137,30600000
2013-02-18,107.000000,108.500000,106.500000,107.000000,79.033394,63701000
2013-02-19,108.500000,108.500000,106.500000,107.000000,79.033394,21802000
2013-02-20,108.500000,109.500000,108.000000,109.000000,80.510651,40532000
2013-02-21,108.500000,108.500000,107.000000,107.000000,79.033394,30260000
2013-02-22,106.000000,106.500000,105.000000,105.500000,77.925446,39344000
2013-02-25,106.500000,107.000000,105.000000,105.000000,77.556137,35913000
2013-02-26,103.500000,105.000000,102.500000,103.500000,76.448189,38440000
2013-02-27,102.000000,104.500000,101.000000,104.500000,77.186829,80851000
2013-03-01,103.000000,105.000000,102.500000,105.000000,77.556137,31408000
2013-03-04,104.500000,104.500000,101.500000,102.000000,75.340240,50033000
2013-03-05,103.500000,104.000000,102.500000,104.000000,76.817505,53913000
2013-03-06,104.000000,104.500000,103.000000,104.000000,76.817505,35977000
2013-03-07,103.500000,104.000000,103.000000,103.000000,76.078888,20518000
2013-03-08,103.000000,104.500000,102.000000,103.500000,76.448189,44571000
2013-03-11,102.000000,104.000000,102.000000,102.000000,75.340240,35709000
2013-03-12,102.000000,103.000000,101.500000,102.500000,75.709564,29992000
2013-03-13,102.500000,105.000000,102.000000,104.500000,77.186829,57399000
2013-03-14,104.000000,104.500000,103.000000,104.000000,76.817505,32329000
2013-03-15,105.000000,105.000000,103.000000,103.000000,76.078888,34424000
2013-03-18,102.000000,102.000000,100.500000,100.500000,74.232285,43902000
2013-03-19,101.000000,101.500000,99.599998,100.000000,73.862991,47215000
2013-03-20,99.500000,99.500000,98.800003,98.800003,72.976624,61605000
2013-03-21,98.800003,100.500000,98.699997,98.699997,72.902763,56415000
2013-03-22,98.599998,99.099998,98.000000,98.000000,72.385750,44822000
2013-03-25,99.900002,100.500000,99.199997,99.500000,73.493668,24203000
2013-03-26,99.199997,99.400002,98.800003,99.000000,73.124359,27183000
2013-03-27,99.000000,100.500000,98.800003,100.500000,74.232285,25674000
2013-03-28,100.000000,100.500000,99.300003,100.000000,73.862991,27872000
2013-03-29,100.000000,101.000000,99.800003,100.500000,74.232285,18943000
2013-04-01,101.000000,102.000000,100.500000,101.000000,74.601616,15964000
2013-04-02,100.500000,101.000000,99.800003,100.500000,74.232285,22291000
2013-04-03,101.500000,101.500000,100.000000,100.500000,74.232285,26312000
2013-04-08,99.000000,99.500000,98.500000,98.500000,72.755028,53948000
2013-04-09,98.000000,98.500000,97.500000,97.500000,72.016426,40543000
2013-04-10,98.800003,98.800003,97.699997,98.300003,72.607307,34877000
2013-04-11,99.000000,101.500000,98.800003,101.500000,74.970940,54072000
2013-04-12,101.500000,101.500000,100.000000,100.500000,74.232285,18954000
2013-04-15,100.500000,101.000000,99.099998,99.400002,73.419815,23233000
2013-04-16,98.199997,101.000000,98.199997,100.500000,74.232285,33395000
2013-04-17,101.500000,101.500000,99.699997,100.000000,73.862991,35304000
2013-04-18,100.000000,101.000000,99.400002,99.900002,73.789116,32242000
2013-04-19,105.500000,106.500000,105.500000,106.500000,78.664070,66723000
2013-04-22,108.500000,109.500000,107.500000,108.500000,80.141342,72170000
2013-04-23,106.500000,107.500000,105.500000,106.000000,78.294777,45835000
2013-04-24,106.500000,107.000000,104.500000,106.000000,78.294777,35383000
2013-04-25,106.000000,107.000000,105.500000,107.000000,79.033394,26145000
2013-04-26,107.000000,109.000000,107.000000,108.500000,80.141342,36420000
2013-04-29,108.500000,108.500000,107.500000,108.000000,79.772018,21008000
2013-04-30,108.500000,109.500000,108.500000,109.500000,80.879959,34314000
2013-05-02,110.000000,111.000000,109.000000,110.500000,81.618599,37313000
2013-05-03,111.500000,112.500000,110.000000,110.000000,81.249283,36502000
2013-05-06,111.500000,111.500000,110.500000,111.500000,82.357224,19268000
2013-05-07,112.000000,113.000000,111.000000,112.500000,83.095856,19273000
2013-05-08,112.500000,115.000000,112.500000,114.500000,84.573105,40914000
2013-05-09,116.000000,116.000000,114.500000,115.000000,84.942436,27151000
2013-05-10,115.000000,115.000000,113.500000,114.500000,84.573105,27413000
2013-05-13,115.000000,115.500000,114.000000,114.500000,84.573105,18197000
2013-05-14,115.500000,116.500000,115.000000,115.500000,85.311729,27714000
2013-05-15,115.000000,116.000000,113.500000,115.000000,84.942436,25970000
2013-05-16,115.000000,116.000000,113.000000,113.500000,83.834488,44164000
2013-05-17,112.000000,113.500000,111.500000,113.500000,83.834488,19214000
2013-05-20,112.500000,114.000000,112.500000,114.000000,84.203789,14472000
2013-05-21,113.000000,113.500000,112.000000,112.500000,83.095856,17184000
2013-05-22,112.500000,113.500000,111.000000,112.000000,82.726540,31200000
2013-05-23,110.500000,111.500000,108.000000,108.000000,79.772018,46370000
2013-05-24,109.500000,110.500000,108.500000,109.500000,80.879959,26614000
2013-05-27,109.500000,112.000000,109.500000,112.000000,82.726540,19085000
2013-05-28,112.000000,112.500000,109.500000,109.500000,80.879959,21209000
2013-05-29,110.500000,112.000000,110.500000,111.000000,81.987915,16736000
2013-05-30,111.000000,111.500000,109.500000,110.000000,81.249283,36088000
2013-05-31,111.500000,111.500000,109.000000,109.500000,80.879959,37162000
2013-06-03,108.000000,108.500000,106.500000,107.500000,79.402702,35739000
2013-06-04,109.000000,110.000000,107.500000,109.000000,80.510651,27446000
2013-06-05,109.500000,110.500000,108.500000,109.500000,80.879959,23334000
2013-06-06,108.500000,109.500000,107.000000,107.500000,79.402702,31641000
2013-06-07,108.000000,109.500000,108.000000,108.500000,80.141342,32987000
2013-06-10,110.000000,110.000000,108.000000,108.500000,80.141342,21045000
2013-06-11,110.000000,110.000000,108.000000,108.000000,79.772018,34785000
2013-06-13,106.000000,107.000000,104.000000,104.500000,77.186829,60275000
2013-06-14,105.000000,106.000000,104.500000,106.000000,78.294777,41147000
2013-06-17,105.500000,106.000000,105.000000,106.000000,78.294777,22921000
2013-06-18,105.000000,106.500000,104.500000,106.500000,78.664070,29969000
2013-06-19,106.000000,106.500000,105.000000,105.500000,77.925446,21991000
2013-06-20,105.000000,105.500000,103.500000,104.000000,76.817505,29951000
2013-06-21,102.000000,103.500000,101.500000,103.500000,76.448189,38787000
2013-06-24,102.500000,102.500000,100.000000,101.000000,74.601616,53521000
2013-06-25,101.000000,103.000000,101.000000,101.000000,74.601616,32319000
2013-06-26,103.000000,104.000000,101.500000,101.500000,74.970940,54819000
2013-06-27,103.000000,105.000000,103.000000,104.500000,77.186829,45541000
2013-06-28,106.000000,111.000000,105.000000,111.000000,81.987915,74198000
2013-07-01,109.000000,109.500000,108.000000,108.000000,79.772018,51539000
2013-07-02,109.000000,110.000000,108.500000,110.000000,81.249283,44320000
2013-07-03,107.000000,107.000000,105.500000,107.000000,81.248940,44593000
2013-07-04,106.500000,107.000000,106.000000,107.000000,81.248940,24252000
2013-07-05,107.500000,109.500000,107.000000,109.000000,82.767609,28230000
2013-07-08,107.000000,108.000000,104.500000,105.000000,79.730270,32729000
2013-07-09,104.500000,106.500000,103.500000,106.000000,80.489624,34261000
2013-07-10,104.500000,107.000000,104.500000,106.000000,80.489624,22045000
2013-07-11,107.500000,109.500000,107.500000,109.500000,83.147278,55975000
2013-07-12,109.500000,110.000000,108.500000,110.000000,83.526955,31046000
2013-07-15,108.500000,109.500000,108.000000,109.500000,83.147278,33099000
2013-07-16,108.500000,109.000000,107.000000,108.000000,82.008270,35863000
2013-07-17,108.000000,109.000000,107.000000,109.000000,82.767609,36386000
2013-07-18,107.500000,108.000000,105.500000,105.500000,80.109932,43963000
2013-07-19,99.400002,99.699997,98.199997,98.199997,74.566795,117410000
2013-07-22,98.000000,98.400002,96.900002,97.000000,73.655586,86924000
2013-07-23,98.500000,101.500000,98.500000,100.000000,75.933594,85529000
2013-07-24,100.500000,103.000000,100.000000,102.000000,77.452263,58261000
2013-07-25,102.000000,103.500000,101.000000,102.500000,77.831932,36398000
2013-07-26,103.000000,103.000000,101.000000,102.500000,77.831932,31781000
2013-07-29,100.000000,101.500000,100.000000,100.000000,75.933594,38265000
2013-07-30,100.500000,102.500000,100.500000,102.000000,77.452263,33818000
2013-07-31,101.500000,103.000000,101.000000,102.500000,77.831932,36945000
2013-08-01,102.000000,102.000000,100.000000,100.500000,76.313248,27849000
2013-08-02,102.500000,103.000000,100.000000,100.500000,76.313248,27947000
2013-08-05,100.000000,101.500000,99.900002,100.500000,76.313248,23349000
2013-08-06,100.500000,100.500000,98.599998,98.800003,75.022385,42742000
2013-08-07,98.500000,98.500000,97.000000,97.000000,73.655586,45468000
2013-08-08,96.000000,97.099998,95.300003,96.400002,73.199989,55550000
2013-08-09,100.000000,100.000000,96.400002,96.400002,73.199989,47046000
2013-08-12,96.400002,96.699997,95.599998,96.000000,72.896248,33389000
2013-08-13,96.000000,97.400002,96.000000,97.199997,73.807457,34361000
2013-08-14,96.000000,97.300003,95.800003,96.800003,73.503708,41618000
2013-08-15,96.400002,96.400002,95.300003,96.000000,72.896248,42647000
2013-08-16,95.400002,97.500000,95.199997,96.500000,73.275917,37509000
2013-08-19,95.500000,96.099998,95.300003,95.500000,72.516586,49081000
2013-08-20,95.199997,95.400002,94.400002,94.400002,71.681313,41635000
2013-08-22,93.000000,94.900002,92.900002,94.500000,71.757263,60185000
2013-08-23,95.699997,97.300003,95.500000,97.000000,73.655586,44276000
2013-08-26,97.599998,97.599998,96.099998,96.800003,73.503708,18663000
2013-08-27,96.000000,96.800003,95.599998,95.599998,72.592514,22435000
2013-08-28,95.599998,97.300003,95.099998,96.800003,73.503708,34586000
2013-08-29,96.900002,98.900002,96.900002,98.699997,74.946457,36841000
2013-08-30,99.599998,100.500000,98.800003,100.500000,76.313248,37275000
2013-09-02,100.000000,102.000000,99.599998,102.000000,77.452263,30751000
2013-09-03,103.000000,103.000000,101.500000,102.000000,77.452263,31074000
2013-09-04,100.500000,101.500000,100.000000,100.500000,76.313248,25183000
2013-09-05,100.500000,101.500000,100.000000,101.500000,77.072609,30002000
2013-09-06,102.000000,102.000000,101.000000,102.000000,77.452263,24631000
2013-09-09,102.500000,103.000000,101.000000,103.000000,78.211609,32515000
2013-09-10,103.000000,104.500000,102.500000,104.500000,79.350609,37304000
2013-09-11,103.000000,104.500000,102.500000,104.500000,79.350609,40290000
2013-09-12,103.000000,104.500000,103.000000,103.500000,78.591263,32814000
2013-09-13,102.500000,103.000000,102.000000,102.500000,77.831932,22273000
2013-09-16,104.000000,105.500000,104.000000,105.500000,80.109932,40590000
2013-09-17,105.500000,105.500000,104.500000,105.500000,80.109932,25402000
2013-09-18,105.000000,105.500000,103.000000,103.000000,78.211609,28113000
2013-09-23,103.000000,106.000000,102.500000,105.500000,80.109932,51403000
2013-09-24,105.000000,105.500000,104.000000,105.000000,79.730270,28633000
2013-09-25,104.500000,104.500000,103.000000,103.000000,78.211609,31708000
2013-09-26,103.500000,103.500000,101.500000,101.500000,77.072609,23012000
2013-09-27,103.500000,103.500000,102.000000,103.000000,78.211609,26146000
2013-09-30,100.500000,102.000000,100.000000,100.500000,76.313248,45308000
2013-10-01,100.500000,102.500000,100.500000,101.500000,77.072609,22557000
2013-10-02,103.500000,103.500000,102.000000,103.000000,78.211609,14186000
2013-10-03,103.500000,106.000000,103.000000,105.000000,79.730270,50622000
2013-10-04,104.500000,105.000000,103.500000,104.000000,78.970932,19872000
2013-10-07,103.500000,104.000000,102.000000,103.000000,78.211609,20847000
2013-10-08,103.500000,105.500000,103.000000,105.000000,79.730270,21082000
2013-10-09,104.000000,105.500000,103.000000,105.000000,79.730270,22183000
2013-10-11,105.000000,107.500000,105.000000,106.500000,80.869270,56367000
2013-10-14,106.500000,106.500000,105.000000,105.000000,79.730270,18568000
2013-10-15,106.500000,107.000000,106.000000,107.000000,81.248940,21383000
2013-10-16,108.000000,108.000000,106.000000,106.000000,80.489624,18482000
2013-10-17,107.500000,108.000000,107.000000,107.000000,81.248940,28095000
2013-10-18,108.500000,110.000000,108.500000,110.000000,83.526955,58487000
2013-10-21,111.000000,111.500000,109.500000,110.000000,83.526955,40443000
2013-10-22,110.000000,111.500000,109.500000,111.500000,84.665947,38261000
2013-10-23,111.000000,111.500000,110.000000,111.000000,84.286285,21861000
2013-10-24,109.000000,110.000000,108.500000,110.000000,83.526955,21193000
2013-10-25,108.500000,109.000000,106.500000,107.000000,81.248940,36027000
2013-10-28,108.000000,109.500000,107.500000,109.500000,83.147278,21177000
2013-10-29,108.500000,109.500000,108.000000,109.500000,83.147278,21491000
2013-10-30,109.000000,110.000000,109.000000,110.000000,83.526955,16582000
2013-10-31,108.500000,109.500000,108.000000,109.500000,83.147278,22472000
2013-11-01,110.500000,110.500000,108.500000,109.500000,83.147278,10837000
2013-11-04,108.000000,109.000000,108.000000,109.000000,82.767609,9601000
